id,status,reason,n_lig,n_poc,mw
2pwd,ok,,11,397,164.09173434809
2pwg,ok,,13,387,190.10738441209
2pwr,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,648.1945022280902
2py4,filtered,rot_bonds_ok,0,0,466.98959746199984
2pym,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,568.32035437209
2pyn,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,568.32035437209
2pyy,ok,,10,395,148.06043422009
2q1q,ok,,18,340,290.039498928
2q2a,ok,,13,402,175.11895214009
2q38,ok,,12,378,182.99901402
2q54,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,656.320999748
2q55,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,655.33698416
2q5k,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,628.3624706359999
2q63,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,568.32035437209
2q64,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,568.32035437209
2q6f,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,682.36901256
2q7q,ok,,9,372,142.04180338809
2q88,ok,,10,413,142.07422756
2p53,ok,,20,344,337.032769004
2p7a,ok,,9,421,142.018542524
2p7g,ok,,17,417,228.115029752
2p7z,filtered,rot_bonds_ok,0,0,388.22710562009
2p95,ok,,30,243,441.09139018
2pbw,ok,,22,333,312.14416384409
2pcp,ok,,18,308,244.20597625208998
2pgz,ok,,22,306,304.15433460409
2pk5,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,803.2658700200001
2pk6,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,771.27604078
2r1y,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,484.17920570399986
2r23,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,514.1533848799999
2r2m,filtered,rot_bonds_ok,0,0,443.13358725200004
2r2w,ok,,20,303,253.1215121
2r38,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,648.1945022280902
2r3t,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,648.1945022280902
2r3w,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,592.2046729880901
2r43,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,592.2046729880901
2r58,ok,,12,195,176.15138072018
2r59,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,495.2043351740899
2psv,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,477.19335671199997
2ptz,ok,,9,405,154.99835892200002
2pu1,ok,,10,390,172.98893711
2pu2,ok,,26,254,355.06920175600004
2pv1,skip,rdkit_parse_failed,0,0,0.0
2pvh,ok,,23,337,302.127994448
2pvj,ok,,26,344,347.18584367200003
2pvk,ok,,27,341,375.099921128
2pvl,ok,,26,339,349.18836909209
2pvm,skip,rdkit_parse_failed,0,0,0.0
2qci,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,576.2141517319999
2qd6,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,576.2141517319999
2qd7,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,576.2141517319999
2qd8,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,576.2141517319999
2qdt,ok,,11,256,177.045964212
2qe4,ok,,24,386,326.15180918399994
2qg0,ok,,27,312,389.115775088
2qg2,ok,,24,326,321.12257472000005
2qhy,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,583.142247656
2qhz,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,606.108168568
2qnp,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,813.9761708600901
2qnq,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,630.1049302200901
2qpq,ok,,13,359,192.02700259600002
2qpu,filtered,heavy_atoms_ok,0,0,470.2232020120898
2qrk,ok,,23,223,347.0630844180001
2qrl,ok,,10,282,147.01677226
2qta,filtered,rot_bonds_ok,0,0,425.0444196280899
2qtg,ok,,20,334,296.094311372
2qtn,ok,,22,268,337.0562677219999
2qtt,skip,rdkit_parse_failed,0,0,0.0
2r5a,ok,,11,195,162.13573065618
2r5p,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,615.3773578881799
2r75,skip,rdkit_parse_failed,0,0,0.0
2r9w,ok,,29,244,389.08993719999995
2r9x,ok,,30,229,403.10558726399995
2ra0,filtered,"mw_ok,heavy_atoms_ok",0,0,529.1906548360901
2ra6,ok,,9,389,122.07316494
2rcb,ok,,7,423,106.04986953609
2rcn,skip,rdkit_parse_failed,0,0,0.0
2rd6,skip,rdkit_parse_failed,0,0,0.0
2uwp,ok,,28,246,449.08459054799994
2uxi,ok,,20,319,274.084123548
2uxz,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,709.2595237120901
2uy0,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,722.2315118160001
2uy3,skip,rdkit_parse_failed,0,0,0.0
2uy4,ok,,13,278,221.988132052
2uy5,skip,rdkit_parse_failed,0,0,0.0
2uyn,ok,,7,408,102.031694052
2uyq,ok,,17,299,237.086189212
2uz9,skip,rdkit_parse_failed,0,0,0.0
2q89,ok,,11,411,158.06914218
2q8h,ok,,6,420,127.943184664
2q8m,ok,,23,309,347.0630844180001
2q8z,ok,,23,395,339.04676565799997
2qbp,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,608.0286552399999
2qbq,filtered,"mw_ok,heavy_atoms_ok",0,0,509.08715609599994
2qbr,filtered,rot_bonds_ok,0,0,460.99325571199995
2qbs,ok,,27,272,453.02455583999995
2qbu,ok,,26,358,385.12886519209013
2qbw,skip,rdkit_parse_failed,0,0,0.0
2vvu,filtered,heavy_atoms_ok,0,0,475.10014385209007
2vvv,filtered,heavy_atoms_ok,0,0,472.05206520800004
2vw1,ok,,20,328,291.095416504
2vw2,ok,,13,327,208.10019085609
2vw5,filtered,"mw_ok,heavy_atoms_ok",0,0,502.30428706399994
2vwc,filtered,"mw_ok,heavy_atoms_ok",0,0,558.2941163039999
2vwl,filtered,"mw_ok,heavy_atoms_ok",0,0,505.11070853609
2vwm,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,570.13725763209
2vwn,filtered,heavy_atoms_ok,0,0,491.09505847209
2vwo,filtered,heavy_atoms_ok,0,0,493.09072204009
2rkg,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,628.3624706359999
2rkm,filtered,rot_bonds_ok,0,0,277.22232004827
2sim,ok,,20,314,291.095416504
2std,ok,,20,382,333.045397236
2tmn,ok,,13,315,210.07694358999998
2tpi,ok,,16,338,231.17031901609
2usn,ok,,28,235,414.0820324359999
2uwd,ok,,27,331,388.08259932399994
2uwl,ok,,28,246,447.06894048399994
2uwo,ok,,29,253,461.08459054799994
2v00,ok,,16,303,215.105862036
2v25,ok,,9,405,134.04478415609
2v2c,ok,,9,374,155.98237451
2v2h,ok,,9,347,155.98237451
2v2q,skip,rdkit_parse_failed,0,0,0.0
2v2v,skip,rdkit_parse_failed,0,0,0.0
2v3d,ok,,15,355,220.15433460409
2v3u,ok,,7,433,106.04986953609
2v54,ok,,25,352,402.022932592
2v57,ok,,16,326,209.095297352
2v58,ok,,20,342,392.92246948800016
2v59,ok,,22,336,297.12257472000005
2v77,filtered,rot_bonds_ok,0,0,290.100167536
2v7a,skip,rdkit_parse_failed,0,0,0.0
2v88,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,905.5647176801801
2v8w,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,538.01358659809
2v95,ok,,26,302,362.20932405999986
2vb8,ok,,14,362,210.071450688
2vba,ok,,16,369,232.067034004
2vc9,ok,,14,370,205.11828344409
2reg,ok,,7,441,104.10699048808999
2rfh,ok,,15,357,209.068807832
2ri9,ok,,9,344,134.0579088
2rin,ok,,10,430,146.11755517209
2rio,ok,,27,323,427.02941494000015
2rk8,ok,,7,392,125.971809826
2rka,ok,,9,331,155.98237451
2rkd,ok,,9,328,154.003109954
2rke,ok,,8,336,139.977944228
2rkf,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,628.3624706359999
2ves,ok,,30,308,420.11437811999997
2vfk,ok,,23,245,347.0630844180001
2vh0,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,524.0987639480901
2vh6,filtered,"mw_ok,heavy_atoms_ok",0,0,554.02069064
2vhj,ok,,27,280,427.02941494000015
2vj8,filtered,rot_bonds_ok,0,0,401.20709844808994
2vjx,ok,,11,369,161.068807832
2vk2,ok,,12,455,176.032087976
2vk6,ok,,20,329,291.095416504
2vkm,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,659.2897825160899
2vpn,ok,,10,401,142.07422756
2vpo,ok,,11,392,158.06914218
2vqt,ok,,15,361,220.12918247609
2vrj,ok,,22,330,332.17697837599997
2vsl,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,477.29402218817995
2vt3,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,506.99574546200006
2vuk,ok,,18,277,239.15427502808998
2vvc,filtered,"mw_ok,heavy_atoms_ok",0,0,505.11070853609
2vvn,ok,,16,361,248.083077992
2vvs,ok,,25,279,353.12229994800003
2web,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,540.202538026
2wec,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,540.202538026
2wed,filtered,"mw_ok,heavy_atoms_ok",0,0,552.202538026
2weg,ok,,11,383,175.010327652
2weh,ok,,11,382,190.980777112
2wej,ok,,10,370,157.019749464
2weo,ok,,11,366,175.010327652
2weq,filtered,"mw_ok,heavy_atoms_ok",0,0,570.3516311799999
2wer,ok,,25,324,364.0713659439999
2wf5,ok,,16,376,260.02971862600003
2qu6,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,508.17460844409
2qw1,ok,,13,233,194.079038168
2qwb,ok,,21,292,309.105981188
2qwc,ok,,20,295,291.095416504
2qwd,ok,,20,296,291.11867736809
2qwe,ok,,24,306,332.13319898
2qwf,ok,,25,297,341.1699188360001
2qzr,skip,rdkit_parse_failed,0,0,0.0
2r0h,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,627.248682232
2r0z,skip,rdkit_parse_failed,0,0,0.0
2vl4,ok,,11,371,164.09173434809
2vmc,ok,,15,135,221.0899372
2vmd,ok,,13,199,194.079038168
2vmf,ok,,14,368,200.079706864
2vnp,ok,,14,363,250.02400146808998
2vnt,ok,,27,297,397.06115267200005
2vo4,ok,,11,255,169.019749464
2vo5,ok,,20,338,280.15433460409
2vot,ok,,22,350,305.13755608800005
2vpe,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,804.4806537081802
2x2r,filtered,rot_bonds_ok,0,0,344.16787649209
2x4z,skip,rdkit_parse_failed,0,0,0.0
2x6x,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,691.25349284
2x7t,ok,,30,260,458.1545286799999
2x7u,ok,,26,285,381.160993964
2x8z,ok,,14,302,217.07726434
2x91,filtered,rot_bonds_ok,0,0,407.24092399618
2x95,skip,rdkit_parse_failed,0,0,0.0
2x96,skip,rdkit_parse_failed,0,0,0.0
2x97,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,498.187950582
2wgj,ok,,30,327,450.1258203560901
2whp,skip,rdkit_parse_failed,0,0,0.0
2wjg,skip,rdkit_parse_failed,0,0,0.0
2wk6,ok,,9,431,237.923925336
2wky,ok,,17,377,239.10263338009
2wkz,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,694.35991067609
2wl0,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,694.35991067609
2wly,ok,,28,276,438.1130577919999
2wlz,ok,,28,280,422.1359014119999
2wm0,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,625.215273928
2vxn,ok,,10,379,170.993273542
2vyt,ok,,11,168,162.13573065618
2vzr,ok,,13,215,194.04265266000002
2w08,ok,,12,223,200.03185012209
2w26,ok,,29,251,435.065569356
2w47,ok,,24,157,352.0641759519999
2w4x,ok,,18,301,265.09099982000004
2w5g,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,506.99574546200006
2w66,ok,,16,350,235.12884812809
2w67,ok,,14,356,205.11828344409
2w8j,ok,,22,367,334.05660206999994
2w8w,ok,,22,363,334.05660206999994
2w8y,filtered,heavy_atoms_ok,0,0,429.26677936
2w9h,ok,,21,336,290.13789043599996
2wb5,ok,,26,270,359.18450628000005
2wbg,ok,,22,324,316.19982199599997
2wc3,ok,,22,320,316.19982199599997
2wc4,ok,,22,324,332.17697837599997
2wca,ok,,27,251,381.15360007600003
2we3,filtered,rot_bonds_ok,0,0,467.9736130499998
2xab,ok,,22,345,295.120843404
2xb7,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,615.2747397241801
2xb8,ok,,22,376,310.1052529159999
2xbp,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,506.99574546200006
2xbv,filtered,"mw_ok,heavy_atoms_ok",0,0,520.13577832409
2xbw,filtered,"mw_ok,heavy_atoms_ok",0,0,533.0935956719999
2xbx,filtered,"mw_ok,heavy_atoms_ok",0,0,532.0983467039999
2xc0,filtered,"mw_ok,heavy_atoms_ok",0,0,546.1384619279999
2xc4,filtered,"mw_ok,heavy_atoms_ok",0,0,537.13110754409
2xd9,ok,,18,399,270.056194548
2y7i,ok,,13,384,175.11895214009
2y7x,filtered,heavy_atoms_ok,0,0,474.10489488408996
2y7z,filtered,heavy_atoms_ok,0,0,484.14561682409
2y80,filtered,heavy_atoms_ok,0,0,484.14561682409
2y81,filtered,heavy_atoms_ok,0,0,488.12054494808996
2y82,filtered,heavy_atoms_ok,0,0,488.12054494808996
2y8c,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,513.226371092
2ya6,ok,,20,349,291.095416504
2ya7,ok,,24,346,332.13319898000015
2ya8,ok,,20,324,285.18088370009
2xxt,ok,,15,370,216.12303447609
2xxx,ok,,10,416,148.06043422009
2xyd,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,711.2345664259999
2xye,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,702.4225109320901
2xyf,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,708.37893186809
2xys,ok,,25,302,337.19105446008996
2xyt,filtered,"mw_ok,heavy_atoms_ok",0,0,610.3031899041799
2y5f,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,520.19000705618
2y5g,filtered,heavy_atoms_ok,0,0,464.16379230818
2y5h,filtered,heavy_atoms_ok,0,0,464.16379230818
2xda,ok,,20,389,298.087494676
2xde,skip,rdkit_parse_failed,0,0,0.0
2xdk,ok,,13,339,172.074896256
2xdl,ok,,16,367,223.120843404
2xdx,ok,,16,348,235.05123962
2xef,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,918.3818216360003
2xeg,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,742.2769626440002
2xei,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,654.2245331480002
2xej,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,591.275171752
2xg9,ok,,22,302,326.14455776808995
2wn9,ok,,22,256,294.136827816
2wnc,skip,rdkit_parse_failed,0,0,0.0
2wnj,ok,,23,296,308.15247788
2wor,ok,,21,209,299.061614276
2wos,ok,,21,285,299.061614276
2wq5,filtered,heavy_atoms_ok,0,0,460.20782672009
2wr8,ok,,26,390,385.12886519209013
2wtv,filtered,heavy_atoms_ok,0,0,476.0851598400001
2wuf,ok,,25,330,348.157288488
2wvt,ok,,13,345,194.10229903209
2wvz,ok,,16,321,232.069536104
2wyf,ok,,24,166,356.1318615879999
2wyg,ok,,30,242,472.09261594809004
2wyj,ok,,30,243,472.09261594809004
2wzf,ok,,25,339,404.0021971479999
2wzm,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,623.043089578
2wzs,ok,,14,321,200.079706864
2x00,filtered,"mw_ok,heavy_atoms_ok",0,0,509.350508984
2x09,ok,,13,335,190.13064527618
2x0y,ok,,18,356,254.101504928
2yay,filtered,rot_bonds_ok,0,0,469.00524752599983
2yaz,ok,,20,403,308.04095200599994
2yb0,ok,,16,402,228.074621484
2ydt,ok,,18,326,266.12342840009
2ydw,filtered,heavy_atoms_ok,0,0,423.1695249120001
2yek,ok,,30,260,423.14620262400007
2yel,filtered,heavy_atoms_ok,0,0,423.1695249120001
2yfa,ok,,9,325,134.021523292
2yfe,ok,,25,312,340.167459248
2yfx,ok,,30,285,450.1258203560901
2yge,filtered,"mw_ok,heavy_atoms_ok",0,0,560.2733808599999
2ygf,filtered,"mw_ok,heavy_atoms_ok",0,0,566.3203310519999
2yhw,ok,,15,387,221.0899372
2yi0,ok,,22,355,334.017890892
2yi7,ok,,23,345,348.033540956
2yix,ok,,26,379,369.1623313560001
2yk1,ok,,12,383,163.12297490009
2yki,skip,rdkit_parse_failed,0,0,0.0
2ylc,ok,,20,221,308.04095200600005
2ymd,skip,rdkit_parse_failed,0,0,0.0
2xhm,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,535.208351678
2xht,ok,,19,350,263.152143532
2xib,ok,,10,356,148.09681972809
2xii,ok,,28,265,383.16014825608994
2xj1,ok,,25,348,339.18155239608996
2xj2,ok,,25,348,339.18155239608996
2xj7,ok,,16,341,231.13393350809
2xjg,ok,,23,338,311.152143532
2xjj,ok,,23,340,308.15247788000005
2xjx,ok,,30,271,411.25109475617995
2xm1,ok,,15,346,218.090271548
2xm2,ok,,16,345,234.085186168
2xmy,filtered,rot_bonds_ok,0,0,435.10349615199993
2xn3,ok,,18,357,241.11027872
2xn5,ok,,21,345,330.007720132
2xnb,ok,,27,346,383.16485677609
2xog,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,586.1441746520001
2xp7,skip,rdkit_parse_failed,0,0,0.0
2xpk,ok,,27,335,391.1565772800001
2xxr,ok,,10,408,148.06043422009
3acl,ok,,27,346,401.11193559599997
3acw,ok,,21,373,280.16959074409
3acx,filtered,rot_bonds_ok,0,0,310.21654093609
3ag9,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,947.5645922720897
3agl,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,889.4994665959998
3ahn,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,605.2734773540901
3aho,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,622.30002645009
3ai8,ok,,14,298,190.037842052
3aid,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,504.28568311608996
3alt,ok,,23,145,342.116211524
3a1c,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,505.0164809060001
3a1d,ok,,27,323,427.02941494000015
3a1e,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,505.0164809060001
3a2o,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,568.2719413799999
3a5y,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,476.17906907618004
3a6t,ok,,25,365,361.0423489740001
3a9i,ok,,10,397,148.12008059218
3aaq,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,716.900105298
3aas,ok,,19,256,250.106590308
3aau,ok,,30,222,382.18657194400015
2zb1,ok,,26,358,347.16337691200005
2zc9,ok,,27,271,386.16298114009004
2zcq,filtered,rot_bonds_ok,0,0,386.0589105779999
2zcr,filtered,rot_bonds_ok,0,0,426.12659621399985
2zcs,ok,,24,371,370.06399595799996
2zda,ok,,30,262,394.22375155609
2zdk,ok,,29,249,384.25252626400004
2zdl,ok,,28,240,372.21614075600013
2zdm,ok,,29,244,386.2317908200001
2zdn,ok,,28,252,370.2368762000001
2zfp,ok,,22,275,324.14733107609
2zfs,ok,,30,237,400.2707017480901
2zft,ok,,28,249,372.23940162009006
2zgx,ok,,25,274,332.20810149209
2zjw,ok,,22,340,302.00626715199996
2zkj,ok,,27,344,427.02941494000015
2zmm,filtered,"mw_ok,heavy_atoms_ok",0,0,510.04601955599986
2zn7,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,557.0507705879999
2zq0,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,646.25528998809
2zq2,ok,,31,232,414.2863518120901
2yme,ok,,23,274,313.20228784009
2ypi,ok,,9,361,155.98237451
2ypo,ok,,12,390,166.08625504409
2yxj,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,814.2726911241798
2yz3,ok,,15,292,224.087100752
2z1w,skip,rdkit_parse_failed,0,0,0.0
2z4o,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,576.2141517319999
2z94,ok,,9,208,156.006742256
2za0,ok,,22,304,304.094688232
2za5,filtered,heavy_atoms_ok,0,0,413.18596908009005
3bgc,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,594.2203230520898
3bgq,ok,,26,343,361.15143023600007
3bgs,skip,rdkit_parse_failed,0,0,0.0
3bgz,skip,rdkit_parse_failed,0,0,0.0
3bkk,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,490.21038668
3bkl,skip,rdkit_parse_failed,0,0,0.0
3bl0,ok,,13,347,222.02451756
3bl1,ok,,24,325,365.06009005199996
3bpc,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,464.1529909559999
3bqc,ok,,20,355,270.05282342000004
3bra,ok,,10,281,138.09134042409
3brn,skip,rdkit_parse_failed,0,0,0.0
3bu1,skip,rdkit_parse_failed,0,0,0.0
3buf,ok,,11,272,152.10699048809
3bug,ok,,12,280,166.12264055209
3buh,ok,,16,272,220.16959074409
3bv9,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,652.39294212009
3bva,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,770.52468455609
3bvb,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,547.2352215239999
3bwj,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,705.3782888439999
3b1m,filtered,"mw_ok,heavy_atoms_ok",0,0,513.1787522039999
3b24,ok,,11,366,170.06261732
3b25,ok,,18,338,263.072847656
3b26,ok,,21,312,277.1215121
3b27,ok,,16,350,252.02364496799999
3b2q,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,506.99574546200006
3b3c,ok,,10,322,168.07840639008998
3b3s,ok,,9,301,132.10190510809
3b3w,ok,,9,334,132.10190510809
3b3x,ok,,13,299,192.05026346009
3ao2,ok,,17,341,294.99563866000005
3ao4,ok,,16,344,217.085126592
3ao5,ok,,17,347,294.99563866000005
3ap4,ok,,23,167,342.11621152399994
3aqt,ok,,8,423,110.036779432
3arp,skip,rdkit_parse_failed,0,0,0.0
3arq,filtered,heavy_atoms_ok,0,0,498.17585789608995
3arw,ok,,26,221,349.131408088
3arx,ok,,22,253,306.16919056399996
3axz,ok,,19,373,267.096753896
3b4f,skip,rdkit_parse_failed,0,0,0.0
3b4p,ok,,16,369,219.125928784
3b50,ok,,21,363,309.105981188
3b5r,ok,,28,395,416.05508283600005
3b65,ok,,25,398,447.00798930799994
3b66,ok,,29,399,409.088555208
3b67,filtered,heavy_atoms_ok,0,0,474.04619718
3b68,filtered,heavy_atoms_ok,0,0,441.114769956
3b7i,ok,,10,333,168.07840639008998
3b7j,ok,,13,270,174.031694052
3b7r,filtered,rot_bonds_ok,0,0,419.17303504609
3b7u,ok,,21,339,294.121571676
3b92,ok,,18,337,284.05408637200003
3bbb,skip,rdkit_parse_failed,0,0,0.0
3bbf,skip,rdkit_parse_failed,0,0,0.0
3be9,ok,,27,353,363.180758292
3bex,ok,,15,366,219.110672644
3bft,ok,,12,415,190.02808853609
3bfu,ok,,12,422,190.02808853609
3bgb,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,526.2516231800901
3ccw,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,497.2325993439999
3ccz,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,527.2431640279999
3cd0,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,515.2231775319999
3cd5,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,518.2780723159999
3cd7,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,576.243578628
3cda,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,637.225799712
3cdb,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,655.2163779
3cf8,ok,,22,280,302.04265265999993
3cfn,ok,,21,324,299.061614276
3cft,ok,,15,370,223.030314148
3c4h,ok,,12,314,182.05138394
3c52,ok,,10,368,170.993273542
3c56,filtered,rot_bonds_ok,0,0,309.00146887599993
3c79,ok,,17,347,253.036652176
3c84,ok,,16,359,252.02364496799999
3c88,filtered,"rot_bonds_ok,heavy_atoms_ok",0,0,491.25071164009006
3c89,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,519.28201176809
3c8a,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,501.3255908320901
3c8b,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,501.3255908320901
3cct,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,574.24791506
3coy,filtered,heavy_atoms_ok,0,0,460.16089359208996
3coz,ok,,30,343,446.14524352808996
3cs7,filtered,"mw_ok,heavy_atoms_ok",0,0,511.23153728009
3ctt,ok,,14,366,206.10229903209
3cyw,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,547.2352215239999
3cyx,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,671.3915451520899
3cyz,ok,,13,388,184.109944372
3cz1,ok,,14,376,213.08234972
3czv,ok,,13,358,221.988132052
3d0b,ok,,28,331,377.17394159599996
3d6o,ok,,22,205,312.15539722408994
3d6p,ok,,22,205,314.13466178008997
3d78,ok,,14,373,213.08234972
3d7k,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,626.0766386380001
3d7z,ok,,26,385,344.15247788
3d83,filtered,heavy_atoms_ok,0,0,470.23179082
3d8w,ok,,19,333,319.97076773599997
3d8z,ok,,21,214,296.16048260408996
3d91,skip,rdkit_parse_failed,0,0,0.0
3d9z,ok,,16,332,274.95899611199997
3djk,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,550.2348871759999
3djo,ok,,21,225,324.035866626
3djp,ok,,21,246,324.035866626
3djq,ok,,25,208,404.0021971479999
3djv,ok,,22,262,323.05185103800005
3djx,skip,rdkit_parse_failed,0,0,0.0
3dk1,filtered,"mw_ok,rot_bonds_ok,heavy_atoms_ok",0,0,576.2505372399999
3dln,ok,,10,411,148.06043422009
3dnd,ok,,13,357,190.05646932
3dne,skip,rdkit_parse_failed,0,0,0.0
2zwz,ok,,12,385,178.13064527618
2zx6,skip,rdkit_parse_failed,0,0,0.0
2zx7,skip,rdkit_parse_failed,0,0,0.0
2zx8,ok,,23,332,321.14449819209
2zxd,ok,,12,362,176.12811985609
2zxg,filtered,rot_bonds_ok,0,0,419.1730350460899
